"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA System","Value","Value Footnotes"
"Haiti","2.4","Industries","Construction","F","2014","1000","gourde","2008","46683030000",""
"Haiti","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2014","1000","gourde","2008","184301830000",""
"Haiti","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2014","1000","gourde","2008","142588370000",""
"Haiti","2.4","Industries","Transportation and storage","H","2014","1000","gourde","2008","29994320000",""
"Haiti","2.4","Industries","Accommodation and food service activities","I","2014","1000","gourde","2008","11719140000",""
"Haiti","2.4","Industries","Information and communication","J","2014","1000","gourde","2008","11548790000",""
"Haiti","2.4","Industries","Financial and insurance activities","K","2014","1000","gourde","2008","19010120000",""
"Haiti","2.4","Industries","Real estate activities","L","2014","1000","gourde","2008","29767920000",""
"Haiti","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2014","1000","gourde","2008","13688057563.1315",""
"Haiti","2.4","Industries","Professional, scientific and technical activities","M","2014","1000","gourde","2008","4230020697.25666",""
"Haiti","2.4","Industries","Administrative and support service activities","N","2014","1000","gourde","2008","9458036865.87481",""
"Haiti","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2014","1000","gourde","2008","74430300000",""
"Haiti","2.4","Industries","Public administration and defence; compulsory social security","O","2014","1000","gourde","2008","24271020000",""
"Haiti","2.4","Industries","Education","P","2014","1000","gourde","2008","29027650000",""
"Haiti","2.4","Industries","Human health and social work activities","Q","2014","1000","gourde","2008","21131630000",""
"Haiti","2.4","Industries","Other service activities","R+S+T","2014","1000","gourde","2008","17459981257.3246","18"
"Haiti","2.4","Industries","Arts, entertainment and recreation","R","2014","1000","gourde","2008","13068706380.9693",""
"Haiti","2.4","Industries","Other service activities","S","2014","1000","gourde","2008","1735876782.53758","18"
"Haiti","2.4","Industries","Private households with employed persons","T","2014","1000","gourde","2008","2655398093.81764",""
"Haiti","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2014","1000","gourde","2008","650246328820.456",""
"Haiti","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2014","1000","gourde","2008","25665203691",""
"Haiti","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2014","1000","gourde","2008","675911532511.456",""
"Haiti","2.4","Industries","Agriculture, forestry and fishing","A","2015","1000","gourde","2008","124165000000",""
"Haiti","2.4","Industries","Crop and animal production, hunting and related service activities","01","2015","1000","gourde","2008","69820800000",""
"Haiti","2.4","Industries","Forestry and logging","02","2015","1000","gourde","2008","44773400000",""
"Haiti","2.4","Industries","Fishing and aquaculture","03","2015","1000","gourde","2008","9570800000",""
"Haiti","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2015","1000","gourde","2008","142005750000",""
"Haiti","2.4","Industries","Mining and quarrying","B","2015","1000","gourde","2008","7584520000",""
"Haiti","2.4","Industries","Manufacturing","C","2015","1000","gourde","2008","122356560000",""
"Haiti","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2015","1000","gourde","2008","6490600000",""
"Haiti","2.4","Industries","Water supply; sewerage, waste management and remediation activities","E","2015","1000","gourde","2008","5574070000",""
"Haiti","2.4","Industries","Construction","F","2015","1000","gourde","2008","45874080000",""
"Haiti","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2015","1000","gourde","2008","194665340000",""
"Haiti","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2015","1000","gourde","2008","151405870000",""
"Haiti","2.4","Industries","Transportation and storage","H","2015","1000","gourde","2008","29782040000",""
"Haiti","2.4","Industries","Accommodation and food service activities","I","2015","1000","gourde","2008","13477430000",""
"Haiti","2.4","Industries","Information and communication","J","2015","1000","gourde","2008","11468720000",""
"Haiti","2.4","Industries","Financial and insurance activities","K","2015","1000","gourde","2008","21994130000",""
"Haiti","2.4","Industries","Real estate activities","L","2015","1000","gourde","2008","32252770000",""
"Haiti","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2015","1000","gourde","2008","15021133177.7588",""
"Haiti","2.4","Industries","Professional, scientific and technical activities","M","2015","1000","gourde","2008","4801050396.20198",""
"Haiti","2.4","Industries","Administrative and support service activities","N","2015","1000","gourde","2008","10220082781.5568",""
"Haiti","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2015","1000","gourde","2008","84049160000",""
"Haiti","2.4","Industries","Public administration and defence; compulsory social security","O","2015","1000","gourde","2008","26457620000",""
"Haiti","2.4","Industries","Education","P","2015","1000","gourde","2008","34464000000",""
"Haiti","2.4","Industries","Human health and social work activities","Q","2015","1000","gourde","2008","23127540000",""
"Haiti","2.4","Industries","Other service activities","R+S+T","2015","1000","gourde","2008","18674418511.1943","18"
"Haiti","2.4","Industries","Arts, entertainment and recreation","R","2015","1000","gourde","2008","14397359041.2008",""
"Haiti","2.4","Industries","Other service activities","S","2015","1000","gourde","2008","1543386716.67006","18"
"Haiti","2.4","Industries","Private households with employed persons","T","2015","1000","gourde","2008","2734072753.32344",""
"Haiti","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2015","1000","gourde","2008","690170501688.953",""
"Haiti","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2015","1000","gourde","2008","30888099749",""
"Haiti","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2015","1000","gourde","2008","721058601437.953",""
"Haiti","2.4","Industries","Agriculture, forestry and fishing","A","2016","1000","gourde","2008","152753000000",""
"Haiti","2.4","Industries","Crop and animal production, hunting and related service activities","01","2016","1000","gourde","2008","90357700000",""
"Haiti","2.4","Industries","Forestry and logging","02","2016","1000","gourde","2008","50949300000",""
"Haiti","2.4","Industries","Fishing and aquaculture","03","2016","1000","gourde","2008","11445900000",""
"Haiti","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2016","1000","gourde","2008","160272090000",""
"Haiti","2.4","Industries","Mining and quarrying","B","2016","1000","gourde","2008","8913400000",""
"Haiti","2.4","Industries","Manufacturing","C","2016","1000","gourde","2008","139020690000",""
"Haiti","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2016","1000","gourde","2008","6522280000",""
"Haiti","2.4","Industries","Water supply; sewerage, waste management and remediation activities","E","2016","1000","gourde","2008","5815720000",""
"Haiti","2.4","Industries","Construction","F","2016","1000","gourde","2008","47396170000",""
"Haiti","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2016","1000","gourde","2008","224428320000",""
"Haiti","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2016","1000","gourde","2008","173695310000",""
"Haiti","2.4","Industries","Transportation and storage","H","2016","1000","gourde","2008","33494820000",""
"Haiti","2.4","Industries","Accommodation and food service activities","I","2016","1000","gourde","2008","17238190000",""
"Haiti","2.4","Industries","Information and communication","J","2016","1000","gourde","2008","12512770000",""
"Haiti","2.4","Industries","Financial and insurance activities","K","2016","1000","gourde","2008","33856370000",""
"Haiti","2.4","Industries","Real estate activities","L","2016","1000","gourde","2008","40720730000",""
"Haiti","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2016","1000","gourde","2008","19878843006.3045",""
"Haiti","2.4","Industries","Professional, scientific and technical activities","M","2016","1000","gourde","2008","6874514566.76522",""
"Haiti","2.4","Industries","Administrative and support service activities","N","2016","1000","gourde","2008","13004328439.5393",""
"Haiti","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2016","1000","gourde","2008","98099990000",""
"Haiti","2.4","Industries","Public administration and defence; compulsory social security","O","2016","1000","gourde","2008","31869890000",""
"Haiti","2.4","Industries","Education","P","2016","1000","gourde","2008","40116110000",""
"Haiti","2.4","Industries","Human health and social work activities","Q","2016","1000","gourde","2008","26113990000",""
"Haiti","2.4","Industries","Other service activities","R+S+T","2016","1000","gourde","2008","22361434552.7431","18"
"Haiti","2.4","Industries","Arts, entertainment and recreation","R","2016","1000","gourde","2008","16982344049.1309",""
"Haiti","2.4","Industries","Other service activities","S","2016","1000","gourde","2008","1965297107.37297","18"
"Haiti","2.4","Industries","Private households with employed persons","T","2016","1000","gourde","2008","3414193396.23919",""
"Haiti","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2016","1000","gourde","2008","812279717559.048",""
"Haiti","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2016","1000","gourde","2008","37124916283",""
"Haiti","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2016","1000","gourde","2008","849404633842.048",""
"Haiti","2.4","Industries","Agriculture, forestry and fishing","A","2017","1000","gourde","2008","186516000000",""
"Haiti","2.4","Industries","Crop and animal production, hunting and related service activities","01","2017","1000","gourde","2008","113056400000",""
"Haiti","2.4","Industries","Forestry and logging","02","2017","1000","gourde","2008","59793000000",""
"Haiti","2.4","Industries","Fishing and aquaculture","03","2017","1000","gourde","2008","13666500000",""
"Haiti","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2017","1000","gourde","2008","185233120000",""
"Haiti","2.4","Industries","Mining and quarrying","B","2017","1000","gourde","2008","10482140000",""
"Haiti","2.4","Industries","Manufacturing","C","2017","1000","gourde","2008","162324490000",""
"Haiti","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2017","1000","gourde","2008","6289660000",""
"Haiti","2.4","Industries","Water supply; sewerage, waste management and remediation activities","E","2017","1000","gourde","2008","6136830000",""
"Haiti","2.4","Industries","Construction","F","2017","1000","gourde","2008","49619290000",""
"Haiti","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2017","1000","gourde","2008","258209580000",""
"Haiti","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2017","1000","gourde","2008","204627760000",""
"Haiti","2.4","Industries","Transportation and storage","H","2017","1000","gourde","2008","36598790000",""
"Haiti","2.4","Industries","Accommodation and food service activities","I","2017","1000","gourde","2008","16983030000",""
"Haiti","2.4","Industries","Information and communication","J","2017","1000","gourde","2008","13674530000",""
"Haiti","2.4","Industries","Financial and insurance activities","K","2017","1000","gourde","2008","44296170000",""
"Haiti","2.4","Industries","Real estate activities","L","2017","1000","gourde","2008","47598710000",""
"Haiti","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2017","1000","gourde","2008","22773921429.403",""
"Haiti","2.4","Industries","Professional, scientific and technical activities","M","2017","1000","gourde","2008","7979413825.43001",""
"Haiti","2.4","Industries","Administrative and support service activities","N","2017","1000","gourde","2008","14794507603.973",""
"Haiti","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2017","1000","gourde","2008","117835100000",""
"Haiti","2.4","Industries","Public administration and defence; compulsory social security","O","2017","1000","gourde","2008","35893240000",""
"Haiti","2.4","Industries","Education","P","2017","1000","gourde","2008","50585890000",""
"Haiti","2.4","Industries","Human health and social work activities","Q","2017","1000","gourde","2008","31355970000",""
"Haiti","2.4","Industries","Other service activities","R+S+T","2017","1000","gourde","2008","25864258728.6195","18"
"Haiti","2.4","Industries","Arts, entertainment and recreation","R","2017","1000","gourde","2008","20111747234.832",""
"Haiti","2.4","Industries","Other service activities","S","2017","1000","gourde","2008","1742088456.40039","18"
"Haiti","2.4","Industries","Private households with employed persons","T","2017","1000","gourde","2008","4010423037.38702",""
"Haiti","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2017","1000","gourde","2008","951620680158.022",""
"Haiti","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2017","1000","gourde","2008","39091521937.798",""
"Haiti","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2017","1000","gourde","2008","990712202095.82",""
"Haiti","2.4","Industries","Agriculture, forestry and fishing","A","2018","1000","gourde","2008","200728000000",""
"Haiti","2.4","Industries","Crop and animal production, hunting and related service activities","01","2018","1000","gourde","2008","119236700000",""
"Haiti","2.4","Industries","Forestry and logging","02","2018","1000","gourde","2008","65210300000",""
"Haiti","2.4","Industries","Fishing and aquaculture","03","2018","1000","gourde","2008","16280900000",""
"Haiti","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2018","1000","gourde","2008","202900630000",""
"Haiti","2.4","Industries","Mining and quarrying","B","2018","1000","gourde","2008","11620600000",""
"Haiti","2.4","Industries","Manufacturing","C","2018","1000","gourde","2008","179101570000",""
"Haiti","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2018","1000","gourde","2008","6047280000",""
"Haiti","2.4","Industries","Water supply; sewerage, waste management and remediation activities","E","2018","1000","gourde","2008","6131180000",""
"Haiti","2.4","Industries","Construction","F","2018","1000","gourde","2008","56121660000",""
"Haiti","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2018","1000","gourde","2008","290082250000",""
"Haiti","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2018","1000","gourde","2008","236847270000",""
"Haiti","2.4","Industries","Transportation and storage","H","2018","1000","gourde","2008","36181810000",""
"Haiti","2.4","Industries","Accommodation and food service activities","I","2018","1000","gourde","2008","17053170000",""
"Haiti","2.4","Industries","Information and communication","J","2018","1000","gourde","2008","15048190000",""
"Haiti","2.4","Industries","Financial and insurance activities","K","2018","1000","gourde","2008","32151220000",""
"Haiti","2.4","Industries","Real estate activities","L","2018","1000","gourde","2008","52943330000",""
"Haiti","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2018","1000","gourde","2008","25197136372.8462",""
"Haiti","2.4","Industries","Professional, scientific and technical activities","M","2018","1000","gourde","2008","8997649742.98259",""
"Haiti","2.4","Industries","Administrative and support service activities","N","2018","1000","gourde","2008","16199486629.8636",""
"Haiti","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2018","1000","gourde","2008","130727760000",""
"Haiti","2.4","Industries","Public administration and defence; compulsory social security","O","2018","1000","gourde","2008","38599530000",""
"Haiti","2.4","Industries","Education","P","2018","1000","gourde","2008","57736460000",""
"Haiti","2.4","Industries","Human health and social work activities","Q","2018","1000","gourde","2008","34391770000",""
"Haiti","2.4","Industries","Other service activities","R+S+T","2018","1000","gourde","2008","27847969137.3433","18"
"Haiti","2.4","Industries","Arts, entertainment and recreation","R","2018","1000","gourde","2008","21250133838.5743",""
"Haiti","2.4","Industries","Other service activities","S","2018","1000","gourde","2008","1859823427.029","18"
"Haiti","2.4","Industries","Private households with employed persons","T","2018","1000","gourde","2008","4738011871.74",""
"Haiti","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2018","1000","gourde","2008","1033748145510.19",""
"Haiti","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2018","1000","gourde","2008","39319069795.802",""
"Haiti","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2018","1000","gourde","2008","1073067215305.99",""
"Haiti","2.4","Industries","Agriculture, forestry and fishing","A","2019","1000","gourde","2008","242411000000",""
"Haiti","2.4","Industries","Crop and animal production, hunting and related service activities","01","2019","1000","gourde","2008","142504800000",""
"Haiti","2.4","Industries","Forestry and logging","02","2019","1000","gourde","2008","80114000000",""
"Haiti","2.4","Industries","Fishing and aquaculture","03","2019","1000","gourde","2008","19792200000",""
"Haiti","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2019","1000","gourde","2008","237237695000",""
"Haiti","2.4","Industries","Mining and quarrying","B","2019","1000","gourde","2008","14065128000",""
"Haiti","2.4","Industries","Manufacturing","C","2019","1000","gourde","2008","211613017000",""
"Haiti","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2019","1000","gourde","2008","4956070000",""
"Haiti","2.4","Industries","Water supply; sewerage, waste management and remediation activities","E","2019","1000","gourde","2008","6603480000",""
"Haiti","2.4","Industries","Construction","F","2019","1000","gourde","2008","58171410000",""
"Haiti","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2019","1000","gourde","2008","348808490000",""
"Haiti","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2019","1000","gourde","2008","288637690000",""
"Haiti","2.4","Industries","Transportation and storage","H","2019","1000","gourde","2008","37874070000",""
"Haiti","2.4","Industries","Accommodation and food service activities","I","2019","1000","gourde","2008","22296730000",""
"Haiti","2.4","Industries","Information and communication","J","2019","1000","gourde","2008","18307090000",""
"Haiti","2.4","Industries","Financial and insurance activities","K","2019","1000","gourde","2008","42450470000",""
"Haiti","2.4","Industries","Real estate activities","L","2019","1000","gourde","2008","63481890000",""
"Haiti","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2019","1000","gourde","2008","36110985349.7015",""
"Haiti","2.4","Industries","Professional, scientific and technical activities","M","2019","1000","gourde","2008","13295611063.4315",""
"Haiti","2.4","Industries","Administrative and support service activities","N","2019","1000","gourde","2008","22815374286.2701",""
"Haiti","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2019","1000","gourde","2008","138738780000",""
"Haiti","2.4","Industries","Public administration and defence; compulsory social security","O","2019","1000","gourde","2008","41992580000",""
"Haiti","2.4","Industries","Education","P","2019","1000","gourde","2008","57660630000",""
"Haiti","2.4","Industries","Human health and social work activities","Q","2019","1000","gourde","2008","39085570000",""
"Haiti","2.4","Industries","Other service activities","R+S+T","2019","1000","gourde","2008","38930393257.3232","18"
"Haiti","2.4","Industries","Arts, entertainment and recreation","R","2019","1000","gourde","2008","26211368015.1879",""
"Haiti","2.4","Industries","Other service activities","S","2019","1000","gourde","2008","6223423560.66715","18"
"Haiti","2.4","Industries","Private households with employed persons","T","2019","1000","gourde","2008","6495601681.46811",""
"Haiti","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2019","1000","gourde","2008","1224648203607.02",""
"Haiti","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2019","1000","gourde","2008","38737957928.572",""
"Haiti","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2019","1000","gourde","2008","1263386161535.6","19"
"Haiti","2.4","Industries","Agriculture, forestry and fishing","A","2020","1000","gourde","2008","295233000000",""
"Haiti","2.4","Industries","Crop and animal production, hunting and related service activities","01","2020","1000","gourde","2008","172511700000",""
"Haiti","2.4","Industries","Forestry and logging","02","2020","1000","gourde","2008","98357300000",""
"Haiti","2.4","Industries","Fishing and aquaculture","03","2020","1000","gourde","2008","24363500000",""
"Haiti","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2020","1000","gourde","2008","283905470000",""
"Haiti","2.4","Industries","Mining and quarrying","B","2020","1000","gourde","2008","17916680000",""
"Haiti","2.4","Industries","Manufacturing","C","2020","1000","gourde","2008","255727920000",""
"Haiti","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2020","1000","gourde","2008","3650760000",""
"Haiti","2.4","Industries","Water supply; sewerage, waste management and remediation activities","E","2020","1000","gourde","2008","6610110000",""
"Haiti","2.4","Industries","Construction","F","2020","1000","gourde","2008","54317490000",""
"Haiti","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2020","1000","gourde","2008","409445850000",""
"Haiti","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2020","1000","gourde","2008","344717320000",""
"Haiti","2.4","Industries","Transportation and storage","H","2020","1000","gourde","2008","34903000000",""
"Haiti","2.4","Industries","Accommodation and food service activities","I","2020","1000","gourde","2008","29825530000",""
"Haiti","2.4","Industries","Information and communication","J","2020","1000","gourde","2008","23278940000",""
"Haiti","2.4","Industries","Financial and insurance activities","K","2020","1000","gourde","2008","40034270000",""
"Haiti","2.4","Industries","Real estate activities","L","2020","1000","gourde","2008","75041480000",""
"Haiti","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2020","1000","gourde","2008","41164440158.9089",""
"Haiti","2.4","Industries","Professional, scientific and technical activities","M","2020","1000","gourde","2008","15729086892.0388",""
"Haiti","2.4","Industries","Administrative and support service activities","N","2020","1000","gourde","2008","25435353266.87",""
"Haiti","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2020","1000","gourde","2008","151316850000",""
"Haiti","2.4","Industries","Public administration and defence; compulsory social security","O","2020","1000","gourde","2008","44548410000",""
"Haiti","2.4","Industries","Education","P","2020","1000","gourde","2008","57426900000",""
"Haiti","2.4","Industries","Human health and social work activities","Q","2020","1000","gourde","2008","49341540000",""
"Haiti","2.4","Industries","Other service activities","R+S+T","2020","1000","gourde","2008","41504081391.6139","18"
"Haiti","2.4","Industries","Arts, entertainment and recreation","R","2020","1000","gourde","2008","32752497596.0119",""
"Haiti","2.4","Industries","Other service activities","S","2020","1000","gourde","2008","1906929868.14122","18"
"Haiti","2.4","Industries","Private households with employed persons","T","2020","1000","gourde","2008","6844653927.46079",""
"Haiti","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2020","1000","gourde","2008","1415241871550.52",""
"Haiti","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2020","1000","gourde","2008","34645702351.028",""
"Haiti","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2020","1000","gourde","2008","1449887573901.55","19"
"Haiti","2.4","Industries","Agriculture, forestry and fishing","A","2021","1000","gourde","2008","350297000000",""
"Haiti","2.4","Industries","Crop and animal production, hunting and related service activities","01","2021","1000","gourde","2008","207954400000",""
"Haiti","2.4","Industries","Forestry and logging","02","2021","1000","gourde","2008","113139700000",""
"Haiti","2.4","Industries","Fishing and aquaculture","03","2021","1000","gourde","2008","29202500000",""
"Haiti","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2021","1000","gourde","2008","358443720000",""
"Haiti","2.4","Industries","Mining and quarrying","B","2021","1000","gourde","2008","21176300000",""
"Haiti","2.4","Industries","Manufacturing","C","2021","1000","gourde","2008","328000000000",""
"Haiti","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2021","1000","gourde","2008","2747210000",""
"Haiti","2.4","Industries","Water supply; sewerage, waste management and remediation activities","E","2021","1000","gourde","2008","6520210000",""
"Haiti","2.4","Industries","Construction","F","2021","1000","gourde","2008","73944800000",""
"Haiti","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2021","1000","gourde","2008","450444440000",""
"Haiti","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2021","1000","gourde","2008","374280180000",""
"Haiti","2.4","Industries","Transportation and storage","H","2021","1000","gourde","2008","38517110000",""
"Haiti","2.4","Industries","Accommodation and food service activities","I","2021","1000","gourde","2008","37647150000",""
"Haiti","2.4","Industries","Information and communication","J","2021","1000","gourde","2008","30087730000",""
"Haiti","2.4","Industries","Financial and insurance activities","K","2021","1000","gourde","2008","42034760000",""
"Haiti","2.4","Industries","Real estate activities","L","2021","1000","gourde","2008","86813680000",""
"Haiti","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2021","1000","gourde","2008","49751766597.4648",""
"Haiti","2.4","Industries","Professional, scientific and technical activities","M","2021","1000","gourde","2008","19358145417.414",""
"Haiti","2.4","Industries","Administrative and support service activities","N","2021","1000","gourde","2008","30393621180.0508",""
"Haiti","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2021","1000","gourde","2008","174856260000",""
"Haiti","2.4","Industries","Public administration and defence; compulsory social security","O","2021","1000","gourde","2008","49361980000",""
"Haiti","2.4","Industries","Education","P","2021","1000","gourde","2008","63062940000",""
"Haiti","2.4","Industries","Human health and social work activities","Q","2021","1000","gourde","2008","62431340000",""
"Haiti","2.4","Industries","Other service activities","R+S+T","2021","1000","gourde","2008","42414567048.8379","18"
"Haiti","2.4","Industries","Arts, entertainment and recreation","R","2021","1000","gourde","2008","32731570215.968",""
"Haiti","2.4","Industries","Other service activities","S","2021","1000","gourde","2008","2175985619.32515","18"
"Haiti","2.4","Industries","Private households with employed persons","T","2021","1000","gourde","2008","7506611213.54479",""
"Haiti","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2021","1000","gourde","2008","1659088723646.3",""
"Haiti","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2021","1000","gourde","2008","34686177747.9914",""
"Haiti","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2021","1000","gourde","2008","1693774901394.29",""
"Haiti","2.4","Industries","Agriculture, forestry and fishing","A","2022","1000","gourde","2008","439615000000",""
"Haiti","2.4","Industries","Crop and animal production, hunting and related service activities","01","2022","1000","gourde","2008","252346700000",""
"Haiti","2.4","Industries","Forestry and logging","02","2022","1000","gourde","2008","145207400000",""
"Haiti","2.4","Industries","Fishing and aquaculture","03","2022","1000","gourde","2008","42060700000",""
"Haiti","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2022","1000","gourde","2008","537078280000",""
"Haiti","2.4","Industries","Mining and quarrying","B","2022","1000","gourde","2008","26084040000",""
"Haiti","2.4","Industries","Manufacturing","C","2022","1000","gourde","2008","501482260000",""
"Haiti","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2022","1000","gourde","2008","3052130000",""
"Haiti","2.4","Industries","Water supply; sewerage, waste management and remediation activities","E","2022","1000","gourde","2008","6459850000",""
"Haiti","2.4","Industries","Construction","F","2022","1000","gourde","2008","99102970000",""
"Haiti","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2022","1000","gourde","2008","525986700000",""
"Haiti","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2022","1000","gourde","2008","423310890000",""
"Haiti","2.4","Industries","Transportation and storage","H","2022","1000","gourde","2008","50153960000",""
"Haiti","2.4","Industries","Accommodation and food service activities","I","2022","1000","gourde","2008","52521850000",""
"Haiti","2.4","Industries","Information and communication","J","2022","1000","gourde","2008","42264510000",""
"Haiti","2.4","Industries","Financial and insurance activities","K","2022","1000","gourde","2008","54940290000",""
"Haiti","2.4","Industries","Real estate activities","L","2022","1000","gourde","2008","103393370000",""
"Haiti","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2022","1000","gourde","2008","63631794069.9572",""
"Haiti","2.4","Industries","Professional, scientific and technical activities","M","2022","1000","gourde","2008","25283938737.0207",""
"Haiti","2.4","Industries","Administrative and support service activities","N","2022","1000","gourde","2008","38347855332.9365",""
"Haiti","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2022","1000","gourde","2008","207691030000",""
"Haiti","2.4","Industries","Public administration and defence; compulsory social security","O","2022","1000","gourde","2008","54890020000",""
"Haiti","2.4","Industries","Education","P","2022","1000","gourde","2008","72648510000",""
"Haiti","2.4","Industries","Human health and social work activities","Q","2022","1000","gourde","2008","80152000000",""
"Haiti","2.4","Industries","Other service activities","R+S+T","2022","1000","gourde","2008","46470313691.9578","18"
"Haiti","2.4","Industries","Arts, entertainment and recreation","R","2022","1000","gourde","2008","36094167807.1367",""
"Haiti","2.4","Industries","Other service activities","S","2022","1000","gourde","2008","2121846047.17699","18"
"Haiti","2.4","Industries","Private households with employed persons","T","2022","1000","gourde","2008","8254299837.64414",""
"Haiti","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2022","1000","gourde","2008","2120174257761.92",""
"Haiti","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2022","1000","gourde","2008","48048844286.1427",""
"Haiti","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2022","1000","gourde","2008","2168223102048.06",""
"Maldives","2.4","Industries","Agriculture, forestry and fishing","A","2003","1000","rufiyaa","2008","715266308.985828",""
